default,revolving_utilization,age,times_30_59_days_late,debt_ratio,monthly_income,num_open_credit_lines,times_90_plus_days_late,num_real_estate_loans,times_60_89_days_late,num_dependents
0,0.183,59,0,0.3981,13760,12,0,1,0,0
0,0.6235,37,1,0.0143,4448,7,0,0,0,1
0,0.2674,43,0,0.5459,1938,6,0,1,0,1
0,0.2386,45,0,0.7075,4318,10,1,1,0,0
1,0.3685,35,0,0.1059,3389,4,0,2,0,0
0,0.1976,52,1,0.023,15353,7,0,0,0,1
0,0.2796,43,0,0.1966,12542,10,0,1,0,2
0,0.2756,50,0,0.1063,5356,5,0,0,0,0
0,0.3751,34,0,0.1619,1766,10,0,0,0,2
0,0.0726,39,0,0.3281,1843,4,0,1,1,1
0,0.1603,53,1,0.0707,4974,7,0,1,0,0
0,0.324,40,0,0.1325,6432,10,0,0,0,1
0,0.1014,65,0,0.4578,3642,12,0,0,1,2
0,0.3841,40,1,0.3096,3347,13,0,0,1,0
0,0.7932,47,0,0.1185,3058,6,0,0,0,1
0,0.0824,56,0,0.3275,4823,8,0,1,0,2
0,0.3336,27,1,0.4349,1000,8,1,0,1,0
0,0.2924,23,3,0.2693,2036,11,0,1,1,1
0,0.2784,26,0,0.0821,2976,9,0,1,0,2
0,0.1252,60,2,0.0001,12913,13,0,1,1,0
0,0.1802,38,0,0.4871,2563,9,0,0,0,1
0,0.5097,75,0,0.5189,5678,6,0,1,0,1
0,0.294,38,0,0.3588,5891,11,0,2,0,0
0,0.0953,47,0,0.0239,13881,10,0,2,0,0
0,0.4449,63,0,0.264,13494,3,0,1,0,1
1,0.2389,69,1,0.5161,4693,12,1,0,1,0
0,0.3717,69,0,0.1481,3359,9,0,0,0,1
0,0.2752,59,0,0.0662,2889,9,1,3,1,0
0,0.1585,57,0,0.2657,4052,4,0,1,0,4
1,0.0792,52,0,0.5251,3472,11,0,1,0,1
0,0.3956,54,0,0.015,7653,9,0,0,0,1
0,0.3304,38,1,0.2726,6879,10,0,1,0,1
0,0.3257,35,0,0.3092,7890,8,0,3,0,0
0,0.1576,44,0,0.2767,13459,11,1,0,0,2
0,0.0911,42,0,0.315,21813,6,0,1,0,0
0,0.2708,39,0,0.2994,5430,8,0,2,0,1
0,0.1465,53,0,0.0419,11843,6,0,3,0,2
0,0.3327,56,0,0.0803,3709,9,0,2,0,2
0,0.4225,46,0,0.2895,12682,7,0,1,0,0
0,0.3347,62,0,0.0054,11489,6,0,1,0,1
1,0.2896,31,2,0.3021,11011,5,0,0,0,0
0,0.1487,42,0,0.3284,5298,6,0,1,0,2
0,0.5264,36,1,0.082,2879,4,0,2,0,2
0,0.1232,22,0,0.2735,1610,7,0,0,0,1
0,0.4096,44,0,0.2291,4759,11,0,1,0,1
0,0.1166,43,0,0.0906,16754,6,0,1,0,0
0,0.5931,63,0,0.1865,3835,6,0,0,0,0
0,0.4386,52,1,0.7211,9210,12,0,0,0,1
0,0.378,32,0,0.1669,9654,3,0,1,0,0
0,0.4572,67,0,0.2981,3916,8,0,0,0,0
0,0.2187,59,0,0.0108,14087,8,0,0,0,0
0,0.4955,51,0,0.0243,1000,7,0,1,0,2
0,0.3341,42,2,0.0254,1847,7,0,2,0,2
0,0.0825,33,0,0.4518,2362,7,0,1,0,0
0,0.3852,40,0,0.1294,2550,13,0,0,0,0
0,0.1998,58,3,0.0775,6431,11,1,3,1,1
0,0.2891,67,0,0.4127,6198,11,0,1,0,2
0,0.6346,63,0,0.0559,6735,4,1,1,0,0
0,0.1438,39,0,0.0849,7917,7,0,2,0,1
0,0.3435,31,0,0.1691,2298,9,0,3,0,1
0,0.3864,46,0,0.1208,1854,10,0,0,0,1
0,0.2335,23,0,0.2641,6748,5,0,2,0,1
0,0.6366,48,0,0.1237,2968,10,0,1,0,0
0,0.4601,43,0,0.1497,1399,10,0,1,0,0
0,0.2939,39,0,0.5961,10690,11,0,1,0,0
0,0.3224,25,0,0.6476,15004,10,0,3,0,0
0,0.2571,51,0,0.5276,17081,3,0,1,0,0
0,0.1829,38,0,0.6004,5707,4,0,1,0,0
1,0.0329,30,1,0.253,8109,1,0,0,0,0
0,0.0765,21,0,0.3117,14704,8,0,1,0,1
0,0.238,44,0,0.2444,2942,17,0,2,0,1
0,0.2864,66,1,0.462,11950,5,0,0,0,0
0,0.2729,64,0,0.2402,6126,7,0,2,0,1
0,0.46,39,0,0.0353,10208,6,0,0,0,0
0,0.2476,37,0,0.4976,5703,8,0,2,0,0
0,0.4349,50,0,0.4289,13863,9,0,0,0,1
1,0.1375,33,0,0.5149,5877,7,0,2,0,2
0,0.2316,48,0,0.0634,1499,8,0,0,0,2
0,0.2516,54,0,0.0951,15701,10,0,3,0,2
0,0.3001,59,0,0.1052,2303,7,0,2,0,3
0,0.108,43,0,0.2128,13392,12,0,2,0,1
0,0.5433,42,0,0.0431,4572,9,0,0,0,0
0,0.2374,34,0,0.146,12591,8,0,1,0,0
0,0.5295,35,0,0.0603,12183,9,0,1,0,0
0,0.5351,42,1,0.0923,6933,4,1,2,1,0
0,0.3008,49,0,0.3676,7382,9,0,1,0,1
1,0.2,55,3,0.5789,6891,6,1,3,2,1
0,0.2555,35,0,0.007,1000,9,0,0,0,0
0,0.4464,62,0,0.2503,5402,10,0,0,0,0
0,0.3536,41,0,0.011,2012,11,0,1,0,1
0,0.4205,44,1,0.0267,5636,7,0,1,0,0
0,0.2495,36,0,0.3663,1969,9,0,0,0,1
0,0.2214,21,1,0.3991,1904,4,0,2,0,0
0,0.3027,55,0,0.5046,17746,3,0,0,0,1
0,0.3057,53,0,0.1929,11562,8,0,4,0,0
0,0.4955,41,1,0.5894,4898,9,0,2,0,0
0,0.2924,45,0,0.0548,5697,8,0,1,0,1
0,0.239,51,0,0.0862,4030,10,0,1,0,0
1,0.0827,26,1,0.0433,7753,7,0,1,0,0
0,0.1316,38,0,0.4792,2861,4,0,1,0,2
0,0.3601,54,0,0.0779,10883,7,0,0,0,1
0,0.2555,29,0,0.0507,4013,10,0,2,0,2
0,0.1481,48,2,0.2927,3512,10,0,2,0,1
0,0.3114,28,0,0.0241,5000,8,0,0,0,2
0,0.3551,50,0,0.0138,3062,8,0,0,0,0
0,0.4306,44,0,0.0339,6392,7,0,1,0,0
0,0.2115,25,3,0.0001,3197,6,1,1,2,0
0,0.0724,58,0,0.3582,7149,9,0,1,0,1
0,0.3528,36,1,0.2478,13001,15,0,0,0,0
0,0.1118,35,0,0.0707,2764,10,0,0,0,1
0,0.0555,47,0,0.0796,4427,11,0,0,0,0
0,0.3812,58,0,0.4998,7108,8,0,1,0,0
0,0.5656,32,0,0.209,3467,5,0,1,0,2
0,0.4002,45,2,0.3597,7125,7,0,0,0,1
0,0.1717,50,0,0.1809,7664,8,0,3,0,1
0,0.099,53,0,0.0814,11691,8,0,1,0,0
0,0.4145,47,0,1.056,3026,11,0,1,0,1
0,0.4307,40,0,0.2502,2311,4,0,1,0,1
0,0.5142,35,0,0.0421,3842,8,0,2,0,1
0,0.2394,46,0,0.1563,2266,9,0,0,0,1
1,0.6684,32,1,0.1198,7720,5,1,1,1,0
0,0.126,21,0,0.0723,1940,8,0,0,0,2
0,0.3215,50,0,0.8129,31774,8,0,1,0,1
0,0.1001,55,0,0.6384,13859,7,0,1,0,0
0,0.2868,21,0,0.0666,4964,9,0,1,0,1
0,0.3824,32,2,0.1302,9837,8,0,3,0,1
0,0.3417,52,1,0.431,1326,11,0,4,1,1
0,0.1764,69,0,0.0701,37000,4,0,1,0,2
0,0.3268,45,0,0.2686,3065,9,0,0,0,1
0,0.5353,36,0,0.361,4463,8,0,1,0,2
0,0.3719,42,0,0.3184,1113,4,0,0,1,0
0,0.2075,61,0,0.3677,7251,10,0,1,0,2
0,0.191,37,0,0.368,2028,5,0,4,0,0
1,0.4891,35,0,1.0041,5331,7,0,0,0,1
0,0.5172,39,0,0.1276,3179,10,0,1,0,0
0,0.237,33,0,0.6326,2075,6,1,2,1,0
0,0.1505,46,0,0.0066,2582,4,0,1,0,0
0,0.1678,64,0,0.102,5887,6,0,1,0,2
0,0.1563,48,0,0.015,1763,11,0,2,0,1
0,0.5824,41,5,0.316,2699,11,0,1,3,1
0,0.2987,41,1,0.0319,8355,11,1,2,1,1
0,0.0549,26,0,0.5607,39418,9,0,1,0,1
0,0.184,55,0,0.312,7201,8,0,1,0,0
0,0.395,44,0,0.0088,2359,10,0,2,0,0
0,0.3613,42,0,0.3763,3663,6,0,1,0,2
0,0.0907,80,0,0.5942,5040,5,0,0,0,2
0,0.2324,48,0,0.3246,3716,11,0,0,1,1
0,0.3122,35,0,0.0093,10121,8,0,1,0,0
0,0.0912,39,0,0.5854,5848,8,1,1,1,0
0,0.3445,58,0,0.3956,10160,8,0,1,0,3
0,0.8614,46,0,0.1427,3821,9,0,1,0,1
0,0.7638,27,1,0.1195,14191,7,0,0,1,0
0,0.1765,56,0,0.1961,4301,4,0,1,0,1
0,0.3394,36,0,0.6055,2259,7,0,0,0,1
0,0.3882,67,0,0.0871,28053,9,1,0,1,0
0,0.6469,57,0,0.0319,1141,5,0,1,0,3
0,0.3229,39,0,0.5999,2721,9,0,1,0,0
0,0.09,60,0,0.008,2976,6,0,1,0,1
1,0.5195,45,0,0.7257,36557,12,0,1,0,2
0,0.5466,55,0,0.1095,20857,5,0,1,0,0
0,0.0979,50,1,0.2129,16238,9,1,0,1,2
0,0.0758,34,0,0.0426,3772,2,0,0,0,2
0,0.2101,37,0,0.6976,34232,11,0,3,0,2
0,0.0835,57,0,0.4157,6599,8,0,2,0,1
0,0.047,40,0,0.7737,10740,10,0,1,0,3
0,0.2964,40,0,0.3449,5674,11,0,0,0,0
0,0.4049,33,0,0.0613,4724,8,0,3,0,0
0,0.4043,50,0,0.1106,4018,11,0,0,0,1
0,0.2926,69,0,0.2002,4155,9,0,5,0,0
0,0.1087,32,0,0.2804,7996,8,0,2,0,0
0,0.1862,45,0,0.783,6592,11,0,1,0,2
0,0.069,61,0,0.1453,4792,7,0,2,0,0
0,0.1855,44,0,0.3643,16442,8,0,0,0,1
0,0.0791,50,0,0.9733,1000,8,0,1,0,0
0,0.6113,32,0,0.0496,7390,14,0,0,0,2
0,0.3142,50,5,0.5957,8727,7,0,2,0,1
0,0.5764,42,0,0.1638,12302,8,0,2,0,0
1,0.2279,56,2,0.3955,4666,7,1,2,1,1
0,0.363,59,0,0.1042,5804,10,0,2,0,0
0,0.2627,76,0,0.1219,10815,8,0,1,0,1
0,0.1218,51,0,0.0083,16202,5,0,3,0,0
1,0.3074,48,1,1.0663,3864,4,0,3,1,0
0,0.2068,47,0,0.5037,6084,4,0,1,0,2
0,0.1642,40,1,0.0296,18823,11,0,0,1,0
0,0.0649,49,0,2.2856,1000,8,0,1,0,0
1,0.2311,41,0,0.2787,2829,7,0,1,0,1
0,0.0961,47,0,0.5767,15877,6,0,1,0,0
0,0.0214,60,0,0.0207,11778,4,0,1,0,0
1,0.1101,32,0,0.148,7464,4,0,0,0,1
0,0.2384,58,5,0.3323,3432,9,1,0,1,0
0,0.7339,60,2,0.0338,2427,10,0,1,0,2
0,0.3107,43,0,0.2014,3062,7,0,0,0,0
0,0.1828,21,0,0.1754,16956,9,0,1,0,0
0,0.0496,37,0,0.073,2972,12,0,0,0,0
0,0.1506,60,0,0.1071,5330,8,0,1,0,0
0,0.1715,44,0,1.0245,2689,12,0,1,0,0
0,0.4925,33,0,0.1022,9645,14,0,1,0,0
0,0.2181,38,0,0.072,3193,9,0,0,0,0
0,0.1062,55,0,0.2305,4545,8,0,0,0,0
0,0.3616,51,0,0.3335,1278,5,0,0,0,1
0,0.0562,42,1,0.3874,1351,6,0,1,1,0
0,0.0893,40,0,0.421,4945,7,0,0,0,0
0,0.3168,40,0,0.0113,1702,10,0,1,0,0
0,0.0716,33,2,0.1501,26477,5,1,1,1,2
0,0.5785,64,1,0.4461,1000,6,0,1,1,2
0,0.2981,41,0,0.7057,2591,10,0,2,0,0
0,0.2527,59,1,0.2765,4980,6,0,0,1,2
0,0.309,63,0,0.0161,3669,6,0,0,0,0
0,0.5124,56,0,0.1516,2031,2,1,0,1,0
0,0.3672,39,0,0.0231,2283,8,0,0,0,1
0,0.1927,49,3,0.4141,2224,8,1,1,1,0
0,0.3354,44,0,0.0197,3907,8,0,2,0,1
0,0.1732,34,0,0.0616,23424,11,0,0,0,1
0,0.0686,48,0,0.1618,5230,8,0,0,0,0
0,0.3252,30,1,0.1863,12661,7,1,0,0,0
0,0.3696,59,0,0.1565,7373,6,0,2,1,2
0,0.2729,39,0,0.1867,11981,7,0,0,0,2
0,0.1657,47,0,0.3747,1000,11,0,1,0,3
0,0.1861,48,0,0.1383,3852,9,0,2,0,1
0,0.4961,41,0,0.2381,13984,7,0,1,0,0
0,0.5124,52,0,0.1084,3110,4,0,2,0,1
0,0.6169,39,0,0.1309,20130,6,0,0,0,2
0,0.3464,55,0,0.2854,16108,15,0,2,0,2
0,0.2818,28,0,0.2023,3376,15,0,2,0,2
0,0.2788,46,0,0.3852,3286,5,0,0,0,0
0,0.2936,68,0,0.2467,2184,12,0,1,0,4
0,0.091,32,0,0.4882,2970,11,0,2,0,1
0,0.288,36,0,0.1758,1833,7,0,0,0,1
0,0.119,51,0,0.2026,6926,8,0,0,0,0
0,0.1225,47,0,0.3326,1533,6,0,0,0,0
0,0.2916,49,0,0.075,7966,11,0,3,0,1
0,0.0956,50,0,0.1463,8123,6,0,1,0,0
1,0.3804,52,2,0.2941,1301,10,0,0,2,1
1,0.4878,58,0,0.0088,16981,8,0,1,0,2
0,0.1548,49,1,0.1723,7412,8,0,0,0,0
0,0.1919,42,3,0.274,8953,10,1,0,2,1
0,0.2035,53,0,1.0268,2678,11,0,0,0,3
0,0.0919,67,0,0.6287,8086,9,0,1,0,1
0,0.3508,43,0,0.0989,12101,8,0,2,0,0
0,0.5038,33,0,0.2123,4541,8,0,0,0,1
0,0.2673,58,0,0.0174,24380,8,0,3,0,1
0,0.0737,43,0,0.0826,5091,11,0,1,0,0
0,0.2145,21,0,0.4473,12242,6,0,0,0,0
0,0.2795,55,0,0.0395,6213,11,0,0,0,0
0,0.2189,38,0,0.0894,7851,3,0,0,0,2
0,0.4171,43,0,0.8649,1290,17,0,2,0,0
0,0.0874,48,0,0.5209,6613,9,1,1,0,1
1,0.2588,47,0,0.4567,2729,13,0,3,1,2
1,0.1722,53,0,0.5998,2497,8,0,1,0,0
0,0.3591,39,1,0.4154,19836,7,1,3,1,0
0,0.3101,51,2,0.0385,4142,4,0,1,0,1
1,0.2216,41,5,0.218,2202,4,0,3,2,1
0,0.1508,53,0,0.1762,3687,11,1,0,0,1
0,0.2873,52,0,0.1118,1736,11,0,3,0,0
0,0.172,33,0,0.5388,15476,6,0,1,0,0
1,0.1711,58,0,0.1872,2817,7,0,2,0,0
0,0.2144,38,0,0.0187,7505,9,0,1,0,1
0,0.4869,54,0,0.0965,14543,5,0,1,0,3
0,0.2572,49,0,0.0779,3294,10,0,0,0,0
0,0.7125,67,0,0.6554,7522,6,0,0,0,1
0,0.1176,42,0,0.3128,2155,5,0,2,0,0
0,0.4548,40,0,0.2466,34773,8,0,2,0,0
0,0.1609,44,0,0.212,10395,8,0,0,0,2
0,0.3756,41,0,0.315,4212,11,0,4,0,1
0,0.0961,54,0,0.4218,2648,11,0,2,0,1
0,0.6791,25,0,0.2425,4486,10,0,1,0,2
0,0.1003,32,0,0.8356,3744,10,0,2,0,1
0,0.063,32,0,1.1295,23443,4,0,2,0,1
0,0.4592,56,0,1.6108,1843,6,1,0,0,1
0,0.3443,65,0,0.332,5474,9,0,0,0,0
0,0.2061,43,0,0.8092,4843,9,0,6,0,0
0,0.1355,42,0,0.1555,4474,10,0,2,0,1
0,0.1428,45,0,0.589,4505,7,0,1,1,0
0,0.3158,58,2,0.7196,4478,7,0,2,0,0
1,0.5535,33,1,0.7035,9881,11,1,0,1,2
0,0.275,47,0,0.5331,7999,12,0,1,0,0
0,0.0533,56,0,0.1566,6871,7,0,0,0,0
0,0.1922,51,0,0.0519,1000,5,0,1,0,0
0,0.3368,47,0,0.1219,6246,6,0,2,0,0
0,0.3749,57,0,0.4374,1306,12,0,0,0,2
0,0.0836,21,0,0.0795,8242,8,0,0,0,1
0,0.135,53,0,0.1952,15988,9,0,1,0,0
1,0.357,37,0,0.25,2342,13,0,1,0,2
0,0.3883,23,0,0.2778,3986,11,0,0,0,1
0,0.2601,51,0,0.8234,3042,5,1,2,0,0
0,0.1472,61,0,0.325,13204,6,0,0,0,0
0,0.1154,43,0,0.463,5302,10,0,0,0,0
0,0.2401,56,0,0.2616,19587,10,0,1,0,0
0,0.3264,64,0,0.538,6843,10,0,2,0,0
0,0.3989,60,0,0.0918,5966,13,0,1,0,1
0,0.12,64,0,0.0707,5190,7,0,1,0,4
0,0.7118,53,0,0.7824,9455,10,0,1,0,0
0,0.4809,45,0,0.3547,1223,11,0,0,1,1
0,0.2995,25,0,0.334,5262,5,0,1,0,0
0,0.0896,42,1,0.1889,4646,8,0,0,0,1
0,0.5217,34,0,0.1418,8780,9,0,1,0,0
0,0.2642,71,0,0.2434,4229,5,0,3,0,2
0,0.3206,42,1,0.0385,2140,9,1,1,1,2
0,0.0911,46,0,0.1819,4943,4,1,2,1,4
0,0.6134,51,1,0.1823,2066,11,0,2,0,1
0,0.2295,45,0,0.2319,1053,5,0,0,0,0
0,0.4991,65,0,0.3021,8792,6,0,1,0,0
0,0.227,37,0,0.9462,7810,16,0,2,0,1
1,0.3502,47,0,0.3168,7141,7,0,1,0,0
0,0.4131,36,0,0.6455,13937,10,0,3,0,1
0,0.3636,29,0,0.2438,2887,6,0,1,0,0
0,0.1733,37,0,0.2958,1564,5,0,0,0,0
0,0.6781,44,1,0.0217,4646,4,0,1,0,0
0,0.4569,39,0,0.0429,3721,8,0,2,1,0
0,0.1788,36,0,0.26,2505,6,1,1,0,0
0,0.5519,28,0,0.1511,4610,7,0,2,0,0
1,0.4141,44,2,0.4811,3013,8,1,2,2,1
0,0.049,26,0,0.235,1131,10,0,0,0,1
0,0.0887,54,0,0.6419,3453,8,0,3,0,1
0,0.1198,45,0,1.0762,1980,8,0,1,0,1
0,0.531,27,0,0.0479,5915,10,0,1,0,0
0,0.2803,41,0,0.1507,2907,14,0,0,0,0
0,0.2242,35,0,0.3281,11959,9,0,0,0,0
0,0.3866,48,0,0.1094,17731,11,0,2,0,0
0,0.1584,61,0,0.0932,8463,6,0,1,0,1
0,0.1455,22,1,0.5042,1421,6,0,0,0,0
0,0.3908,46,1,1.1793,16385,14,0,0,1,3
0,0.2434,43,0,0.4459,17336,10,0,0,0,1
0,0.2139,53,0,0.2225,4989,7,0,1,0,2
0,0.3003,47,1,0.1753,14162,14,0,0,0,1
0,0.5071,35,0,0.2327,3161,10,0,0,0,0
0,0.6157,41,0,0.1864,1104,8,0,1,0,1
0,0.5849,35,0,0.2097,2675,9,0,0,1,1
0,0.1503,57,0,0.0682,19603,9,0,4,0,1
0,0.1187,45,1,0.7022,1490,4,1,0,1,0
0,0.285,67,0,0.4214,4912,4,0,1,0,0
0,0.6661,44,0,0.3427,5050,8,0,0,0,0
0,0.5404,36,0,0.8983,3260,10,0,0,0,2
0,0.3266,26,0,0.1004,3446,11,0,0,0,0
1,0.2883,23,0,0.0254,5207,10,0,2,0,0
0,0.5084,25,0,0.5248,3134,10,0,1,0,1
0,0.2837,48,0,1.9345,1575,7,0,1,0,1
0,0.2384,51,0,0.2591,5837,6,0,2,0,3
0,0.3523,26,0,0.0182,11599,5,0,2,0,0
0,0.5688,55,0,0.4549,9854,8,0,3,0,2
0,0.3735,39,3,0.023,2571,6,2,2,2,2
0,0.2678,46,0,0.233,1806,4,0,0,0,0
0,0.4618,64,0,0.0975,3915,11,0,3,0,0
0,0.147,55,0,0.7396,17227,8,0,2,0,2
0,0.3347,41,0,0.1801,8237,7,0,0,0,0
0,0.542,34,0,0.6862,8631,10,0,1,0,0
0,0.3205,21,0,0.1066,10015,12,0,0,0,2
0,0.1318,36,0,0.147,6881,12,0,0,0,1
0,0.0812,42,0,0.8819,5412,9,0,0,0,0
0,0.0507,33,0,0.0674,8348,6,0,2,0,2
0,0.1616,43,0,0.2592,3175,6,0,3,0,0
0,0.557,45,0,0.1476,1585,3,0,1,0,0
0,0.3804,42,0,0.4464,8763,4,0,1,0,0
0,0.2531,37,0,0.0415,13229,10,0,1,0,0
0,0.1928,47,2,0.1725,2009,16,0,2,0,0
0,0.242,50,0,0.3601,9485,5,0,0,0,2
0,0.2954,31,0,0.1568,18856,6,0,0,0,0
1,0.3836,61,0,0.0181,4905,9,0,0,0,4
0,0.0652,43,0,0.3663,2554,6,0,2,0,1
0,0.2571,45,0,0.2099,5423,4,0,3,0,0
0,0.2031,53,0,0.0034,3163,7,0,2,0,1
0,0.1952,47,0,0.2845,3000,8,0,0,0,0
0,0.4079,56,0,0.7573,6950,13,0,1,0,0
0,0.5203,48,3,0.0353,1362,7,1,1,2,0
0,0.0964,37,1,0.268,1548,8,0,2,1,0
0,0.4695,49,1,0.3913,4991,7,0,1,1,0
0,0.1608,31,0,0.022,4827,5,0,3,0,1
0,0.264,46,0,0.0069,6469,6,0,0,0,0
0,0.1302,44,0,0.1872,22030,8,0,3,0,0
0,0.3348,42,0,0.4699,5343,6,0,3,0,2
0,0.3415,43,0,0.0526,7931,9,0,1,0,2
0,0.3052,22,0,0.5435,2251,7,0,0,0,0
0,0.1447,38,0,0.3206,9084,9,1,0,0,2
0,0.2951,46,0,0.1211,3225,16,0,1,0,0
0,0.466,46,0,0.2176,5203,10,0,3,0,1
0,0.5054,32,0,1.0107,4504,11,0,2,0,2
0,0.1821,60,0,0.0732,11230,2,0,0,0,1
0,0.1882,34,0,0.2077,1723,6,0,4,0,0
0,0.243,56,0,0.2938,1000,8,0,0,0,0
0,0.3551,50,0,0.0446,4143,6,0,1,0,2
0,0.1721,37,0,0.0133,7149,10,0,5,0,3
0,0.0861,66,0,0.0041,5551,8,0,1,0,0
0,0.1534,30,0,0.1178,13170,7,0,2,0,0
0,0.3117,56,0,0.023,6973,3,1,3,1,3
0,0.239,57,0,0.4885,3130,5,1,0,1,2
0,0.6413,36,0,1.7765,1000,13,0,0,0,2
0,0.3994,61,0,0.019,4064,4,0,1,0,2
0,0.5998,41,1,0.1701,11185,11,0,2,0,1
0,0.4213,48,0,0.0078,3591,12,0,3,0,1
0,0.4693,48,0,0.0432,5027,14,0,2,0,0
0,0.7747,43,0,0.117,6884,13,0,1,0,1
0,0.1925,54,2,0.1501,2181,11,0,0,1,2
0,0.2292,54,0,0.8429,8091,4,0,2,0,1
1,0.336,24,0,0.1512,18209,6,0,0,0,1
0,0.4734,60,0,0.2057,4280,10,0,4,0,2
0,0.3258,25,0,0.0845,1991,11,0,1,0,2
0,0.1685,57,1,0.0,4659,4,0,1,0,2
0,0.2049,58,1,0.6888,1000,4,0,1,1,1
0,0.152,31,0,0.0256,6435,5,0,2,0,1
0,0.3881,40,0,0.9994,7057,7,1,0,0,1
0,0.2075,31,0,0.0421,18779,7,0,2,0,3
0,0.1746,42,0,0.2786,4208,8,0,1,0,0
0,0.2549,41,0,2.2309,6814,6,0,1,0,1
0,0.4495,54,2,0.0447,2467,9,0,0,0,1
0,0.5544,60,0,0.1655,3695,10,0,0,0,0
0,0.4293,61,0,0.4548,1450,6,0,2,0,1
1,0.4139,38,0,0.0098,4205,14,0,2,0,0
0,0.3936,42,0,0.3511,3849,8,0,1,0,2
0,0.1846,24,0,0.0251,6243,6,0,0,0,0
0,0.3546,35,0,0.081,2984,6,0,2,1,0
0,0.0144,56,0,0.0523,5253,9,0,2,0,0
0,0.2081,64,0,0.7136,3764,12,0,1,0,0
0,0.0312,30,3,0.0597,3769,12,1,1,1,2
0,0.2806,37,0,0.0124,5241,7,0,1,0,2
0,0.1722,44,0,0.2657,5076,4,0,0,0,0
0,0.4486,48,0,0.1275,9035,8,0,1,0,3
0,0.4017,35,0,0.1561,4462,9,0,0,0,0
0,0.1476,50,5,0.038,3714,8,1,1,2,1
0,0.2866,39,0,0.4138,4252,11,1,0,1,0
0,0.3726,44,0,0.2761,2774,7,0,0,0,0
0,0.3708,51,0,0.1359,3685,16,0,1,0,0
0,0.3758,45,2,0.0565,24957,8,1,1,1,0
0,0.1597,39,0,0.27,2368,5,0,1,0,1
0,0.0743,43,0,0.4523,3932,9,0,0,0,1
0,0.1224,43,0,0.1124,3604,11,0,1,0,2
0,0.5122,40,0,0.0079,4032,10,0,1,0,2
0,0.1744,41,0,0.0724,3770,9,0,0,0,1
0,0.1875,64,0,0.3441,6144,6,0,1,0,1
1,0.1387,51,0,1.3556,1251,8,0,1,0,2
0,0.2327,41,0,0.004,11268,11,0,2,0,0
0,0.1921,53,0,0.1097,8152,6,0,0,0,0
0,0.1502,40,0,0.0192,1818,9,0,0,0,1
0,0.3193,59,0,0.1141,1000,6,0,2,0,4
0,0.1354,49,0,0.1562,2249,6,0,0,0,0
0,0.2806,43,3,0.761,4047,10,0,1,0,0
0,0.1245,50,0,0.0252,38724,8,0,2,0,0
0,0.2513,26,0,0.4504,7590,6,0,3,0,1
0,0.172,31,0,0.151,1157,6,0,1,0,1
0,0.1604,30,0,0.5002,2830,8,0,2,0,2
0,0.2264,46,1,0.2161,4709,5,1,0,1,1
0,0.2337,65,2,0.012,6020,11,0,1,0,1
0,0.4477,71,0,0.8768,1716,11,0,0,0,1
0,0.3732,52,0,0.0259,4411,3,0,0,0,1
0,0.3562,51,1,0.2732,2768,6,1,0,1,0
0,0.4102,23,0,0.6303,2032,8,0,0,0,1
0,0.0772,38,0,0.0249,6049,6,0,1,0,0
0,0.3257,35,1,0.2422,9127,13,0,2,0,2
0,0.098,37,0,0.5217,9631,7,0,1,0,2
0,0.0369,42,1,1.2876,7781,5,0,2,1,2
1,0.401,39,0,0.3866,3301,10,0,1,0,0
0,0.1407,21,0,0.0979,8704,14,0,0,0,0
0,0.2364,53,0,0.3608,6293,5,0,3,0,0
0,0.5491,32,0,0.367,5470,2,0,0,0,1
0,0.3912,47,1,0.3612,3012,6,0,1,1,1
0,0.4674,69,2,0.5778,3302,6,0,1,0,1
0,0.3522,33,0,0.0274,5214,9,0,0,0,0
0,0.0328,21,3,0.0344,34610,12,1,1,1,0
0,0.1458,41,0,0.307,6254,11,0,2,0,0
0,0.1659,58,0,0.923,3014,10,0,0,0,0
1,0.0836,68,0,0.1881,2525,6,0,0,0,0
0,0.0268,30,0,0.9699,3316,12,0,0,0,3
0,0.4581,50,0,0.8346,28052,8,0,0,0,2
0,0.2373,39,0,0.6996,3570,8,0,3,0,0
0,0.2448,43,0,0.7219,10152,10,0,0,0,1
0,0.2304,76,0,0.6858,3638,8,0,2,0,1
0,0.474,26,0,0.5143,6056,6,0,0,0,1
0,0.4119,48,0,0.3562,9259,6,0,0,0,0
0,0.18,50,0,0.0074,3110,7,0,1,0,0
0,0.2163,58,0,0.0426,2942,4,0,0,0,0
0,0.2102,46,0,0.0432,18529,4,1,1,1,0
0,0.0852,48,1,0.0071,10804,12,0,0,0,0
0,0.22,40,0,0.0372,9251,9,0,0,1,0
0,0.1628,48,0,0.7568,9226,11,0,2,0,2
0,0.0584,40,0,0.327,7098,9,0,2,0,1
0,0.7906,52,0,0.1122,24691,7,0,0,0,0
0,0.1156,40,0,0.473,5090,6,1,2,1,0
0,0.2927,49,0,0.201,7799,9,0,1,1,0
0,0.0279,44,0,0.046,1539,7,0,0,0,2
1,0.5306,58,2,0.6476,2540,5,1,0,1,1
0,0.0598,44,0,0.124,1880,7,0,4,0,1
0,0.495,23,0,0.3601,13619,9,0,0,0,1
0,0.3829,60,0,0.103,1000,7,0,0,0,1
0,0.097,34,3,0.208,3562,4,0,2,0,0
